"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"Horizon Europe Guarantee","10069342","UBERBINDER LIMITED",,"EU-Funded","Davis","Jonathan","","",,,,"","Smart and efficient ways to construct, maintain and decommission with zero emissions with transport infrastructure.","30/04/2023","29/04/2027","189528",,"South East","Active","http://gtr.ukri.org/projects?ref=10069342","B924EA68-322D-492F-8D8B-CB2068B5AE9C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","F56A7FA7-5ED0-4375-A31B-79D3D5A3E8EC","F0CFDEB7-5BE8-465A-9627-AD8F8F8FE304"
"Horizon Europe Guarantee","10110156","IMPERIAL COLLEGE LONDON",,"EU-Funded","Katsou","Evina","","",,,,"","A rEVOLUTIONary approach for maximising process water REuse and REsource REcovery through a smart, circular and integrated solution (R3volution)","01/01/2024","31/12/2027","434222",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10110156","9DE06A96-32A2-43BE-B923-CA71081A440D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","EC9326B5-50D8-459F-9932-1D39B5055FC9","73E49EA2-2994-4C72-BA1C-90A339D413E6"
"Horizon Europe Guarantee","10114056","WATERCYCLE TECHNOLOGIES LIMITED",,"EU-Funded","Tamaddondar","Bahare","","",,,,"","REVITALISE","01/11/2023","31/10/2026","556334",,"North West","Active","http://gtr.ukri.org/projects?ref=10114056","A9B8B9EF-D8A8-4A9C-8B1B-CB2B361EE648","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7A088A9B-2692-4B87-8492-11AFDC4C8938","8087A866-F0F2-4DA1-B4DB-151EE267889C"
"Horizon Europe Guarantee","EP/Y031067/1","University of Oxford","Biology","Research Grant","MacLean","Craig","","",,,,"","Ecological and Evolutionary Drivers of Antibiotic Resistance in Patients","31/03/2024","30/03/2029","2117352",,"South East","Active","http://gtr.ukri.org/projects?ref=EP/Y031067/1","CCE67CA6-2F3A-42FA-B0E0-CAB1312D359E","240CEBFD-1052-4EAC-88DF-D88A163D61C8","47649064-FCD1-4D7A-A5AA-31B69B9BDFFC","AE9E35E6-D3C8-4D8A-9AD8-DF1CA0A589BC"
"Horizon Europe Guarantee","10042851","PLYMOUTH MARINE LABORATORY",,"EU-Funded","Finance","PML","","",,,,"","New Copernicus capability for trophic ocean networks","01/01/2023","31/12/2026","1107496",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10042851","BED0FB1E-93B7-4509-93E2-C9D23D09BD63","240CEBFD-1052-4EAC-88DF-D88A163D61C8","89ADC7BB-5544-4F9F-8822-8AD84F6B325D","F88451F6-1E46-46CD-95B5-6144F9388BD9"
"Horizon Europe Guarantee","10091560","UNIVERSITY OF EXETER",,"EU-Funded","Corbett","Anne","","",,,,"","PREDICTION OF ALZHEIMER’S DISEASE USING AN AI DRIVEN SCREENING PLATFORM","01/11/2023","30/10/2027","1184003",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10091560","C0530EFB-FE01-4860-AB35-CB53D0EB3ECC","240CEBFD-1052-4EAC-88DF-D88A163D61C8","BCEF4DDE-7EBB-4D97-9C5B-9F277C1FEE13","F5B13968-1121-43F3-9DAD-7AF00109BE5C"
"Horizon Europe Guarantee","10063360","SPHERE FLUIDICS LIMITED",,"EU-Funded","Li","Xin","","",,,,"","3D spheroids derived from single cells for discovering stochastic patterns behind metastasis","01/01/2023","31/12/2026","701677",,"East of England","Active","http://gtr.ukri.org/projects?ref=10063360","D8822E95-FB25-4414-93C3-CA7F06079B95","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A7AC1C9D-D54A-412B-99FB-CB3CA650E05F","14F4F28F-E42A-4740-B560-2579AB801B2C"
"Horizon Europe Guarantee","10045731","ORBITAL MARINE POWER LIMITED",,"EU-Funded","Murray","James","","",,,,"","MAXBlade – Maximising tidal energy generation through Blade Scaling &amp; Advanced Digital Engineering","01/01/2023","29/06/2028","16018131",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10045731","DC1054EB-5B5A-4735-AB84-C9ADFB76C69F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","65AAA6E9-A0F5-4828-94F3-B3896474B461","E3F2D293-86CD-49E3-AC3B-BA9170665527"
"Horizon Europe Guarantee","10113365","HEALTH AND SAFETY EXECUTIVE",,"EU-Funded","Hill","Simon","","",,,,"","EU-CoWork_Developing Compassionate Workplaces in Europe for the digital and green work environment to protect employees' mental and physical health and wellbeing","01/01/2024","31/12/2028","52140",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10113365","DCE942EF-3179-4227-8BE9-CB6BEA5A2B8A","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CE13D86B-8772-4867-AF07-BAB8813AFDCC","5A3AC078-C9F1-48E2-A99A-ECE034F76526"
"Horizon Europe Guarantee","EP/X02170X/1","Royal Holloway University of London","School of Law","Research Grant","Travaglino","Giovanni","","http://orcid.org/0000-0003-4091-0634",,,,"","Secret Power: Investigating the Legitimization of Criminal Governance: Group Comparisons and Within-Individual Dynamics","01/11/2022","30/10/2027","1292551",,"South East","Active","http://gtr.ukri.org/projects?ref=EP/X02170X/1","B00D4991-E2BB-4AD4-A7DD-C9DAD4315860","240CEBFD-1052-4EAC-88DF-D88A163D61C8","036F7762-A3D3-4E03-BD6E-FB156F323872","1DCC5276-3D00-48A7-9345-794066C42DF8"
"Horizon Europe Guarantee","10051865","NATURE METRICS LTD",,"EU-Funded","Russell","Tiffany","","",,,,"","Advanced biodiversity monitoring for results-based and effective agricultural policy and transformation","01/12/2022","30/11/2026","475137",,"South East","Active","http://gtr.ukri.org/projects?ref=10051865","F1E42A9E-56D5-414C-9B55-CA6131862F18","240CEBFD-1052-4EAC-88DF-D88A163D61C8","603BAAE1-B007-4778-A339-A6AA2D36620B","3E3190D0-5A76-4C2E-A506-31EC85C71FA3"
"Horizon Europe Guarantee","10064651","ROEHAMPTON UNIVERSITY",,"EU-Funded","Hoskins","Bryony","","",,,,"","Gender Empowerment through Politics In Classrooms","01/02/2023","31/01/2026","607464",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10064651","C562E707-C484-45C4-812E-CA07BCCBFD8F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","77B0FDD2-6FB8-4512-A8E8-76EA2462FF88","EE5FC99B-5FD0-4316-84DD-989FAF852B7B"
"Horizon Europe Guarantee","10066539","DXCOVER LIMITED",,"EU-Funded","Eustace","David","","",,,,"","EMBRACE - Early detection of Brain Cancer using a novel spectroscopic liquid biopsy enabling timely detection and diagnosis for patient benefit","30/06/2023","29/06/2025","2117150",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10066539","0F2566C4-6D1E-4846-8EEC-CBE2BA802689","240CEBFD-1052-4EAC-88DF-D88A163D61C8","5BABA302-0019-45E0-BAC5-9D07328BF159","96805D5E-C3DF-46E5-9DB8-25B722E59ADF"
"Horizon Europe Guarantee","10104667","UNIVERSITY OF CAMBRIDGE",,"EU-Funded","Suckling","John","","",,,,"","EBRAINS 2.0: A Research Infrastructure to Advance Neuroscience and Brain Health","01/01/2024","31/12/2026","114151",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10104667","DB6FE15E-906F-45F2-B37A-CB9C9D1E0FEF","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A7511831-607B-4196-A226-870292A6A98D","DB779B13-22CC-4BCA-9785-AF0268A32F4D"
"Horizon Europe Guarantee","10080915","QBOTS ENERGY LTD",,"EU-Funded","YAO","LI","","",,,,"","Buildings as Efficient Interoperable Formers of Clean Energy Ecosystems","30/09/2023","29/09/2026","242649",,"North West","Active","http://gtr.ukri.org/projects?ref=10080915","1608263E-3D52-4C73-8A7C-CC2312FAF5FD","240CEBFD-1052-4EAC-88DF-D88A163D61C8","60284ED2-AE69-4B01-9A17-B1356F0A124B","D53CAB68-B8FC-4939-9B01-5CFE2D4A8ED4"
"Horizon Europe Guarantee","10041031","UNIVERSITY OF OXFORD",,"EU-Funded","Issa","Fadi","","",,,,"","Gene-edited T cells combating IgA Nephropathy. A blueprint approach for safe &amp; efficient genome editing of T cells to sustainably combat several immune diseases and cancers related to B-cell pathology","30/06/2022","29/06/2026","1082643",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10041031","17B2039E-F7B0-47FF-805E-CD07CF20EC0D","240CEBFD-1052-4EAC-88DF-D88A163D61C8","FE0AD965-17C1-4602-BF76-D6CDC97A387F","3181CCBB-5503-45C2-93A6-69DD82B9D076"
"Horizon Europe Guarantee","EP/Z003105/1","University College London","Chemistry","Fellowship","PAGAR","AMOL","","http://orcid.org/0000-0002-0907-4984",,,,"","BioCHAct:2-Oxoglutarate/Fe(II)-dependent dioxygenases (2-ODDs) as biocatalysts for the synthesis of cyclopropane compounds through C-H activation.","15/01/2025","14/01/2027","192297",,"London","Active","http://gtr.ukri.org/projects?ref=EP/Z003105/1","31AD391B-5853-4133-B4BE-CE053489A349","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E7BE255A-5E4B-4E40-9A39-F1458486B92F","ABBC3EB5-A9A2-4420-ADD9-1020FA5E8419"
"Horizon Europe Guarantee","EP/X030806/1","Imperial College London","Electrical and Electronic Engineering","Research Grant","Gunduz","Deniz","","",,,,"","Artificial Intelligence in the Air","31/03/2023","30/03/2028","1722712",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X030806/1","259B84BD-4119-476B-846A-CDA1DE4AC535","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4FC4CBFD-9E7C-4518-BB16-852553236FE1","82152AA8-E5F6-40CB-BF7A-07AE1B140E8C"
"Horizon Europe Guarantee","EP/Z00313X/1","University of York","English and Related Literature","Fellowship","Working","Lauren","","http://orcid.org/0000-0002-9475-7498",,,,"","Observing, Consuming, Engaging, Appropriating Nature: Queens Consort and Ecologies of Knowledge in Seventeenth-Century Britain","30/06/2024","29/06/2026","192297",,"Yorkshire and The Humber","Active","http://gtr.ukri.org/projects?ref=EP/Z00313X/1","3CF376CC-07C5-4526-B3FB-CD782AA1AE51","240CEBFD-1052-4EAC-88DF-D88A163D61C8","7FF630E0-3355-4076-9E47-528D4B0DBCB3","C02FA0B7-4B72-4F0C-B08E-0328BD35F675"
"Horizon Europe Guarantee","EP/Y030397/1","University of Liverpool","Chemistry","Research Grant","Shchukin","Dmitry","","http://orcid.org/0000-0002-2936-804X",,,,"","Thermo-Regulating Mobile Covers for Indoor Energy Savings","01/01/2024","29/06/2025","127041",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/Y030397/1","45C07DAE-AD52-4085-A041-CC38A6420023","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CE1E540C-192A-4906-A744-796BA2B220A8","8C0F89EC-D9D5-47B8-B8AE-E4F4B260EE31"
"Horizon Europe Guarantee","EP/X031985/1","Glasgow Caledonian University","Sch of Health and Life Sciences","Research Grant","Chastin","Sebastien","","",,,,"","Learning network for Advanced Behavioural Data Analysis (LABDA)","01/02/2023","31/01/2027","265251",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/X031985/1","0661F308-634D-4A1C-8D99-CDC8479BF9D9","240CEBFD-1052-4EAC-88DF-D88A163D61C8","76371B7E-DF48-4E58-940F-8B4BD61A6A59","9D7C6ECA-4D3C-4CF2-8765-F9BB94E306BD"
"Horizon Europe Guarantee","EP/Z00215X/1","University of Glasgow","School of Computing Science","Fellowship","Deshmukh","Amol","","",,,,"","HandHygieneBots: Improving Handwashing Behaviour for School Children Using a Social Robot","31/07/2024","30/07/2027","279637",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/Z00215X/1","4FDBE54C-2BC1-454F-951C-CD422C4DBE09","240CEBFD-1052-4EAC-88DF-D88A163D61C8","595A5FEA-6A63-4445-BD0B-7CA0CC2EE7DF","9D425806-AB3A-4781-97F1-A00E8168E8A0"
"Horizon Europe Guarantee","10113584","CRANFIELD UNIVERSITY",,"EU-Funded","Fletcher","Sarah","","",,,,"","Intersubjective AI-driven multimodal interaction for advanced user-centric human robot collaborative applications","01/01/2024","31/12/2027","348868",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10113584","437ADF7F-E02D-4136-B8D9-CE072FE44CA0","240CEBFD-1052-4EAC-88DF-D88A163D61C8","D53CD2A0-563A-4D3E-BF91-4908A562C9B5","D497EB8F-7638-4B8E-A6EC-BDCE3B8DB4B4"
"Horizon Europe Guarantee","EP/X024431/1","University of Oxford","Computer Science","Research Grant","Zivny","Stanislav","","http://orcid.org/0000-0002-0263-159X",,,,"","New Approaches to Approximability of Satisfiable Problems","30/06/2022","29/06/2027","1715709",,"South East","Active","http://gtr.ukri.org/projects?ref=EP/X024431/1","58BE92C8-4FE3-442F-A25E-CCA6F44AAA31","240CEBFD-1052-4EAC-88DF-D88A163D61C8","47649064-FCD1-4D7A-A5AA-31B69B9BDFFC","4DA15E54-89FA-43AE-A24C-17FF6F2BB6E1"
"Horizon Europe Guarantee","EP/Y015843/1","University of Sheffield","Civil and Structural Engineering","Fellowship","Thornton","Steven","","",,,,"","Impact of Nitrate Fluxes to Water from Seasonally Frozen Soils under Climate Warming","31/08/2023","30/08/2025","187096",,"Yorkshire and The Humber","Active","http://gtr.ukri.org/projects?ref=EP/Y015843/1","4DEEFEFC-424E-4980-8C0A-CDA92977E076","240CEBFD-1052-4EAC-88DF-D88A163D61C8","074A2A54-B14B-46AF-80E1-D1024F02ED46","4693BD68-E793-44B4-9B4A-BFCF4EE4FD5A"
"Horizon Europe Guarantee","EP/Y026446/1","University of Oxford","Earth Sciences","Research Grant","Cosmidis","Julie","","",,,,"","BioFacts - Biomineral Factories: a platform for the discovery and engineering of biomineralization controls","31/03/2024","30/03/2029","1702910",,"South East","Active","http://gtr.ukri.org/projects?ref=EP/Y026446/1","2058C627-0796-4FF5-AD5E-CD3151061AE3","240CEBFD-1052-4EAC-88DF-D88A163D61C8","47649064-FCD1-4D7A-A5AA-31B69B9BDFFC","7E125A31-8590-4AA4-BD05-6D07E8EC39EA"
"Horizon Europe Guarantee","10091957","NATS (EN-ROUTE) PLC",,"EU-Funded","Green","Matthew","","",,,,"","SESAR3 ATM Master Planning and Monitoring","30/06/2023","29/06/2026","213429",,"South East","Active","http://gtr.ukri.org/projects?ref=10091957","61A8E6B3-CE90-49B6-8903-CC366CA54B01","240CEBFD-1052-4EAC-88DF-D88A163D61C8","73475AE7-7FAD-4A63-ABA8-35F8096AC564","9F2A53E4-4E00-489C-9FDB-43DDAC995F69"
"Horizon Europe Guarantee","10115053","ANATRACK LIMITED",,"EU-Funded","Kenward","Robert","","",,,,"","A PROactive approach for COmmunities to enAble Societal Transformation","01/11/2023","31/10/2026","141227",,"South West","Active","http://gtr.ukri.org/projects?ref=10115053","56C94344-CD5B-4D0C-ABA7-CD9A4A3AD2FA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","DB80FAB6-7FD4-43FC-9DED-947F62963AF3","4C6711F4-9287-42B6-A5C4-3B925D69B718"
"Horizon Europe Guarantee","EP/Y03029X/1","University of Glasgow","School of Engineering","Fellowship","Sabio Rodriguez","Laura","","http://orcid.org/0000-0002-9263-7177",,,,"","ENLIGHT : Light-sensitive Engineered Living Material for acne therapy","15/10/2023","14/10/2025","187096",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/Y03029X/1","29EEE061-03B2-4284-B623-CBEDB079BBA1","240CEBFD-1052-4EAC-88DF-D88A163D61C8","595A5FEA-6A63-4445-BD0B-7CA0CC2EE7DF","CFBDA81A-5415-437B-976E-E9D0438281E9"
"Horizon Europe Guarantee","EP/X042758/1","Aston University","College of Health and Life Sciences","Research Grant","Reynolds","James","","",,,,"","Maximising Public Support for Health Policies","30/06/2023","29/06/2028","1292691",,"West Midlands","Active","http://gtr.ukri.org/projects?ref=EP/X042758/1","6CDBBE87-7EA5-41A8-A6B0-CC75E2D3C060","240CEBFD-1052-4EAC-88DF-D88A163D61C8","FD0E2995-B677-4BE0-BA69-BDF78D816C06","21A65A11-0050-4185-9C7F-E425CE443F34"
"Horizon Europe Guarantee","10056869","MOLOGIC LTD.",,"EU-Funded",,,,"",,,,"","Digital Innovations and for Infectious Diseases in Africa","30/09/2022","29/09/2027","346769",,"East of England","Active","http://gtr.ukri.org/projects?ref=10056869","6EDD7513-554A-4CBD-A90B-CD8B66AAEE42","240CEBFD-1052-4EAC-88DF-D88A163D61C8","F1512C41-9F56-43F1-A7A4-73C9C4C3BF24",
"Horizon Europe Guarantee","10064523","PILKINGTON TECHNOLOGY MANAGEMENT LIMITED",,"EU-Funded","Keeley","Andrew","","",,,,"","H2GLASS : advancing Hydrogen (H2) technologies and smart production systems TO decarbonise the GLass and Aluminium SectorS","01/01/2023","31/12/2026","158163",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10064523","60E04472-7659-4B25-AEA8-CD82F5E0C13C","240CEBFD-1052-4EAC-88DF-D88A163D61C8","236F043A-1651-427D-B85B-B1F13C4B467B","599C6C40-D539-4574-8D8C-40AD3C1A15CE"
"Horizon Europe Guarantee","10095745","IMPERIAL COLLEGE LONDON",,"EU-Funded","Gouder","Kevin","","",,,,"","Smart, Aware, Integrated Wind Farm Control Interacting with Digital Twins (ICONIC)","01/12/2023","30/11/2027","465816",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10095745","400BEFF1-4B43-43C6-A346-CC1DF23DD18F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","EC9326B5-50D8-459F-9932-1D39B5055FC9","57570DC9-CD99-4068-A5E6-7B581DD4AC39"
"Horizon Europe Guarantee","EP/Y037030/1","Loughborough University","Geography and Environment","Research Grant","Wilby","Robert","","",,,,"","Engaging approaches and services for meaningful climate actions","01/01/2024","31/12/2027","77918",,"East Midlands","Active","http://gtr.ukri.org/projects?ref=EP/Y037030/1","8491AF9E-A1FC-49C8-A717-CC991817F397","240CEBFD-1052-4EAC-88DF-D88A163D61C8","E4BC926F-50DE-44EE-AFEB-5A9C41512F4B","DC6E7DF4-8347-466E-B6B9-B614C3311977"
"Horizon Europe Guarantee","EP/X033368/1","Heriot-Watt University","Sch of Engineering and Physical Science","Fellowship","Varadhan","Purushothaman","","http://orcid.org/0000-0001-7304-5734",,,,"","Solar-Driven Water Splitting for the Simultaneous Production of Green Hydrogen and Value-added Chemicals - Hydrogen peroxide (SolHydroGen)","31/05/2023","30/05/2025","204031",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/X033368/1","85A972EB-136A-4C04-BA9D-CD08BD73F535","240CEBFD-1052-4EAC-88DF-D88A163D61C8","DFD42657-A23D-4644-905A-3470AF0836EC","599427CF-50D7-4C0C-B27A-8BDCFCDA09C1"
"Horizon Europe Guarantee","10068118","GLASGOW CALEDONIAN UNIVERSITY",,"EU-Funded","Korkut","Umut","","",,,,"","Countering Oppositional Political Extremism through Attuned Dialogue: Track, Attune, Limit.","31/03/2023","30/03/2026","343622",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10068118","8F6D5A41-C63F-4CE9-B522-CCCEDE9CB6D0","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CA63803F-FB44-4A8F-823C-686EE8AC021C","BFCE1ED3-527D-4D69-AAA8-30B2E43B9549"
"Horizon Europe Guarantee","10078557","UNIVERSITY OF OXFORD",,"EU-Funded","Rahimi","Kazem","","",,,,"","Trustworthy Artificial Intelligence for Personalised Risk Assessment in Chronic Heart Failure","31/05/2023","30/05/2027","424000",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10078557","999B2E73-45FD-4D27-A76B-CBF9106FE7CD","240CEBFD-1052-4EAC-88DF-D88A163D61C8","FE0AD965-17C1-4602-BF76-D6CDC97A387F","0A160C8A-57AB-4683-A1A3-D5492E0BC858"
"Horizon Europe Guarantee","EP/Z000947/1","University of Edinburgh","Sch of Physics and Astronomy","Fellowship","Aoude","Rafael","","http://orcid.org/0000-0001-9259-9257",,,,"","Classical spinning black holes from quantum spinning particles","30/09/2024","29/09/2026","192297",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/Z000947/1","657D75DF-AD9F-4A99-9E8E-CD75C280DABD","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A4735E0B-ED6E-4FC5-9497-CFE564317F54","49CA7722-84C9-4D6C-A5D8-8A863EFE301D"
"Horizon Europe Guarantee","EP/X021912/1","London School of Economics and Political Science","Management Department","Research Grant","Gottlieb","Daniel","","",,,,"","timeriskbeliefs: Beliefs, Time, and Risk Preferences","30/06/2022","29/06/2027","1032290",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X021912/1","6731F2B4-8D31-40A8-9D4D-CD2CFD56B10F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","AC7DB6B1-6936-43E2-9009-C636AC661D4B","8500EE3E-C168-4087-8C70-4C06E735B868"
"Horizon Europe Guarantee","10058155","INTERDIGITAL EUROPE, LTD",,"EU-Funded","Mourad","Alain","","",,,,"","Towards an AI-native, user-centric air interface for 6G networks","01/01/2023","29/06/2025","451802",,"London","Active","http://gtr.ukri.org/projects?ref=10058155","B0B0EC18-4FE5-49DE-8A7B-CC9688AEB845","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A10A7C71-B286-46E3-AE7F-4807DD9D74CA","53C57E4B-58FD-462C-984D-DAECBCBF107B"
"Horizon Europe Guarantee","10061186","ROBOSCIENTIFIC LIMITED",,"EU-Funded","Curtis","Ben","","",,,,"","ONELAB: Orchestrating next-generation mobile modular laboratories for pandemic monitoring preparedness","30/09/2022","29/09/2025","102253",,"East of England","Active","http://gtr.ukri.org/projects?ref=10061186","A00C3CF5-793B-47A6-B256-CC40958A6FB8","240CEBFD-1052-4EAC-88DF-D88A163D61C8","A77D9216-8BF2-4481-9E48-3DEAFFFE1F5F","6E56CF5C-E6F3-4594-A4D4-24FC89F6A211"
"Horizon Europe Guarantee","10038241","ANEMOI MARINE TECHNOLOGIES LTD",,"EU-Funded","Faraghi","Sam","","",,,,"","OPTIWISE","31/05/2022","30/05/2025","386305",,"London","Active","http://gtr.ukri.org/projects?ref=10038241","A2D371F7-283A-4A4A-BA14-CC577B5A6DFA","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CAFE7806-4B7D-44E8-B1C0-9852E7E35737","0FC8B072-FABF-4B3C-86C1-7407315FB81E"
"Horizon Europe Guarantee","EP/Y006437/1","University of Strathclyde","Electronic and Electrical Engineering","Research Grant","Zhang","Min","","",,,,"","Superconducting electrical machines for zero emission aviation","01/03/2024","28/02/2029","1269640",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/Y006437/1","73BBB797-3340-4DF2-AFF0-CC4504A475BB","240CEBFD-1052-4EAC-88DF-D88A163D61C8","562804F3-F71E-459D-9769-23A632545BC0","9FABD672-1288-4529-AE89-F630A2F11BF7"
"Horizon Europe Guarantee","10076278","UNIVERSITY OF LEEDS",,"EU-Funded","Dunning","Keri","","",,,,"","Colour4CRAFTS: Colour for Combining, Re-engineering, Applying, Futuring, Transforming, Stretching","30/06/2023","29/06/2026","843553",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10076278","B871A1E9-9A14-4F0B-9773-CC53F2FCDFAD","240CEBFD-1052-4EAC-88DF-D88A163D61C8","38CF3AB0-B06C-4A19-ACD0-386A7C74160F","1234746C-0B5D-4CD0-AAFE-543056B28DAF"
"Horizon Europe Guarantee","EP/X030814/1","Imperial College London","Design Engineering (Dyson School)","Research Grant","Shorten","Robert","","",,,,"","Intelligent circular lifecycles of industrial robots, outdoor power products, and electric vehicles (iCircular3)","01/01/2023","31/12/2026","530502",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X030814/1","D3AB559B-21B2-442C-AAAB-CD9BFC128152","240CEBFD-1052-4EAC-88DF-D88A163D61C8","4FC4CBFD-9E7C-4518-BB16-852553236FE1","9778B9D3-EC69-4891-A5BB-3066B2713EFB"
"Horizon Europe Guarantee","10040479","UNIVERSITY OF LEEDS",,"EU-Funded","Dunning","Keri","","",,,,"","URBANE: One Health approaches to support agroecological transformation of peri-urban farming","30/06/2022","29/06/2026","302709",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10040479","D808E324-7636-4120-8FBF-CC295EB1022F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","38CF3AB0-B06C-4A19-ACD0-386A7C74160F","1234746C-0B5D-4CD0-AAFE-543056B28DAF"
"Horizon Europe Guarantee","10062613","LOUGHBOROUGH UNIVERSITY",,"EU-Funded","Carrotte","Jon","","",,,,"","Ultra-Efficient Propulsion Systems for Short and Short-Medium Range Aircraft &quot;HEAVEN&quot;","01/01/2023","31/12/2026","470602",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10062613","20769C99-860D-4529-ADC2-CF8CE2785B6F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","C84AA537-B8AA-4DA7-AF50-B7ECA490F2DE","3AE65156-332A-438B-9850-F8428FAECA34"
"Horizon Europe Guarantee","EP/X021513/1","University of Liverpool","Computer Science","Fellowship","Li","Yong","","",,,,"","Reinforcement Learning for Finite Horizons (ReLeaF)","19/10/2022","18/10/2024","204031",,"North West","Active","http://gtr.ukri.org/projects?ref=EP/X021513/1","120C1E3E-0CFF-4732-ADDC-CFDE838E0E32","240CEBFD-1052-4EAC-88DF-D88A163D61C8","CE1E540C-192A-4906-A744-796BA2B220A8","B89CE4EA-D7BD-4887-9A83-78F8960D05C2"
"Horizon Europe Guarantee","10063681","INTERNATIONAL PRIMARY CARE RESPIRATORY GROUP",,"EU-Funded","Williams","Siân","","",,,,"","FRESHAIR4LIFE","01/01/2023","31/12/2026","267227",,"Scotland","Active","http://gtr.ukri.org/projects?ref=10063681","E50EF77E-AA30-4998-A4C9-CD9893220124","240CEBFD-1052-4EAC-88DF-D88A163D61C8","D13EE6B5-F725-446F-BBAC-40971F0DB861","6D74B71D-D850-4224-899C-C6055E8274F2"
"Horizon Europe Guarantee","EP/Y037359/1","University of Strathclyde","Naval Architecture, Ocean & Marine Eng","Research Grant","Oterkus","Selda","","",,,,"","Localization in Geophysics, Geohazards and Geoengineering","01/03/2024","29/02/2028","109085",,"Scotland","Active","http://gtr.ukri.org/projects?ref=EP/Y037359/1","1E81A8BD-D43F-46D8-9739-CF965D662CA7","240CEBFD-1052-4EAC-88DF-D88A163D61C8","562804F3-F71E-459D-9769-23A632545BC0","54FCAC49-8D4F-4887-B3C9-B3FCD7C5DD17"
"Horizon Europe Guarantee","EP/X024857/1","Middlesex University","School of Law","Fellowship","Kofman","Eleonore","","http://orcid.org/0000-0003-3439-2017",,,,"","Arranged/Forced Marriages: At the Intersection of Gender, Violence, and Sexuality","01/11/2022","31/10/2024","204032",,"London","Active","http://gtr.ukri.org/projects?ref=EP/X024857/1","1082881F-86B5-4D75-979B-CF06D9CE327F","240CEBFD-1052-4EAC-88DF-D88A163D61C8","AC11EAE6-D32A-4C68-B6BB-8059BE64FEF1","CF104952-7F62-4FDB-B040-B682B27C9D97"
"Horizon Europe Guarantee","10049641","UNIVERSITY OF STRATHCLYDE",,"EU-Funded","White","Christopher","","",,,,"","Multi-hazard and risk informed system for Enhanced local and regional Disaster risk management","30/09/2022","29/09/2025","385658",,"Unknown","Active","http://gtr.ukri.org/projects?ref=10049641","61FFC95C-BEA2-469E-B513-CECD6AE298A9","240CEBFD-1052-4EAC-88DF-D88A163D61C8","75B2C02E-38CD-4787-ABBE-459732D1048B","CF942427-52DF-41A9-B32B-8230144DA82E"
